<<<<<<< HEAD
추천해요 10개월아기 제주도가서 썻어요ㅡ 번들거리지도 않고 잘썻네요ㅡ 걱정많앗는데 얼굴이 조금타긴했니만 덕봣네요추천해요 10개월아기 제주도가서 썻어요ㅡ 번들거리지도 않고 잘썻네요ㅡ 걱정많앗는데 얼굴이 조금타긴했니만 덕봣네요,긍정
한개를 주문했는데 금액이 올라갔고 두개가 왔네요 컴퓨터오류인가 한개를 주문했는데 금액이 올라갔고 두개가 왔네요 컴퓨터오류인가 ,부정
발림성도 좋고 배송도 빠르고 아이와 같이 사용하려고 구입했습니다발림성도 좋고 배송도 빠르고 아이와 같이 사용하려고 구입했습니다,긍정
괜찮ㅇㄴ거같아요괜찮ㅇㄴ거같아요,긍정
온가족 선크림  일단 빠른 배송 감사합니다! 피부에 유익한 성분에 자외선 차단도 확실히 되고 또한 물 세안으로도 깨끗이 지워진다니 반가운 제품이에요온가족 선크림  일단 빠른 배송 감사합니다! 피부에 유익한 성분에 자외선 차단도 확실히 되고 또한 물 세안으로도 깨끗이 지워진다니 반가운 제품이에요,긍정
보통이에요잘발리고 촉촉하고ㅠ향도 좋아요 단 물에 너무 약합니다 물놀이성은 절대 아닌것 같아요 진찌 줄줄 흐르네요 ㅠㅠ 그냥 야외활동할때 바르기에누최고입니다,부정
좋아요 2번째구매예요로션을썼었는데 촉촉하고 좋더라구요좋아요 2번째구매예요로션을썼었는데 촉촉하고 좋더라구요,긍정
좋아요 가격 저렴하고부담 없이 바르기 넘 좋습니다!!배송시 샘플도 많이 챙겨주고넘 좋아여!!!좋아요 가격 저렴하고부담 없이 바르기 넘 좋습니다!!배송시 샘플도 많이 챙겨주고넘 좋아여!!!,긍정
계속 사서 쓰고 있는 제품입니다 천연 이라고 믿고 쓰고 있는데 천연 이겠죠  깔끔한 느낌이 들어 계속 사용중입니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습계속 사서 쓰고 있는 제품입니다 천연 이라고 믿고 쓰고 있는데 천연 이겠죠  깔끔한 느낌이 들어 계속 사용중입니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습,긍정
무기자차 무기자차라해서 샀더니그래도 좀 따갑네오ㅡ 그래도 순한거라니 써봐야죠ㅎㄷㅈ느ㅅㄴㄷㄹㅅㄷㅈㅅㄴㄷㅈ무기자차 무기자차라해서 샀더니그래도 좀 따갑네오ㅡ 그래도 순한거라니 써봐야죠ㅎㄷㅈ느ㅅㄴㄷㄹㅅㄷㅈㅅㄴㄷㅈ,긍정
다섯번째 구매한것 같아요 성분 착해서 꾸준히 써요다섯번째 구매한것 같아요 성분 착해서 꾸준히 써요,긍정
아기썬크림 애기썬크림 찾다가 이게 성분이 괜찮은거 같아서 구매했어요 올여름은 이걸로 써보고 괜찮으면 내년에도 계속 쓸 예정이예요아기썬크림 애기썬크림 찾다가 이게 성분이 괜찮은거 같아서 구매했어요 올여름은 이걸로 써보고 괜찮으면 내년에도 계속 쓸 예정이예요,긍정
선크림에 예민한 딸램도 이제품은 트러블이 없네요선크림에 예민한 딸램도 이제품은 트러블이 없네요,긍정
아직써보진않았지만 제형이 보드랍고 좋아보여요아직써보진않았지만 제형이 보드랍고 좋아보여요,긍정
샘플도 많이 주시고발림성이 부드럽고 좋아요ㅎ샘플도 많이 주시고발림성이 부드럽고 좋아요ㅎ,긍정
뭐 안나오 명품 발라도 뭐가 자꾸 나서ㅜㅜ 정말 이것더것 힘들었는대 이건 순해서 뭐 안나서 조아요 드디어 찾음뭐 안나오 명품 발라도 뭐가 자꾸 나서ㅜㅜ 정말 이것더것 힘들었는대 이건 순해서 뭐 안나서 조아요 드디어 찾음,긍정
아이들에게 편할까싶어 구매했어요 잘쓸께요아이들에게 편할까싶어 구매했어요 잘쓸께요,긍정
샘플도 많이 보내주시고 배송도 빠르고 좋아요샘플도 많이 보내주시고 배송도 빠르고 좋아요,긍정
샘플도넣어주시고 과자도 넣어주시고 넘나 기분좋게 잘받앗습니다샘플도넣어주시고 과자도 넣어주시고 넘나 기분좋게 잘받앗습니다,긍정
좋아요  여행가서 울 가족 다 사용했답니다좋아요  여행가서 울 가족 다 사용했답니다,긍정
저자극이라서 4살 아기한테 쓸려고 샀어요저자극이라서 4살 아기한테 쓸려고 샀어요,긍정
선물하려고 5개 주문했어요 가격대비 마음에 들어요선물하려고 5개 주문했어요 가격대비 마음에 들어요,긍정
아직 써보진 않았지만 믿고 구매합니다!아직 써보진 않았지만 믿고 구매합니다!,긍정
작년에도 써보니 좋아서 재구매 했어요 작년에도 써보니 좋아서 재구매 했어요 ,긍정
아직 사용전인데 평이 좋아 구매했어요아직 사용전인데 평이 좋아 구매했어요,긍정
잘받았습니다  샘플까지 감사해요잘받았습니다  샘플까지 감사해요,긍정
조금만짜도 넓게 펴발려서 좋네요 조금만짜도 넓게 펴발려서 좋네요 ,긍정
아직은 상품평이 좋아서 구매했는데 처음 쓰는 거라 아직은 잘 모르겠어요트러블은 없는 것 같아요아직은 상품평이 좋아서 구매했는데 처음 쓰는 거라 아직은 잘 모르겠어요트러블은 없는 것 같아요,긍정
아직 사용전인데 만족해요ㅎㅎ아직 사용전인데 만족해요ㅎㅎ,긍정
아직 사용전인데 배송빨라요아직 사용전인데 배송빨라요,긍정
순하다고 해서 구매합니다순하다고 해서 구매합니다,긍정
성분 좋다니 써보려구요성분 좋다니 써보려구요,긍정
미끈거리지않고 좋아요미끈거리지않고 좋아요,긍정
 아이가 좋아하네요 아이가 좋아하네요,긍정
눈안따갑고좋으네여눈안따갑고좋으네여,긍정
항상 사용하는 제품항상 사용하는 제품,긍정
만족해요 좋아요만족해요 좋아요,긍정
딸이 좋다고 이것만 쓸려고 해요딸이 좋다고 이것만 쓸려고 해요,긍정
잘 모르겠어요잘 모르겠어요,부정
좋네요좋네요,긍정
오늘도 잘 사용하고 있어요오늘도 잘 사용하고 있어요,긍정
좋을거같아요 아직 아가한테 직접 안써봤지만 그동안 많은 제품들 써보고 결정한건데 상품평 및 주변 지인들의 평이 좋아서 구매하게 되었어요좋을거같아요 아직 아가한테 직접 안써봤지만 그동안 많은 제품들 써보고 결정한건데 상품평 및 주변 지인들의 평이 좋아서 구매하게 되었어요,긍정
마음에들어요 ㅎㅎ 베이비로션 라인 찾다가 주문했어요마음에 들어요 ㅎㅎ배송도 빠르고 ㅐㅑㅑㅅ잘 사용할게요 ㅎㅎ감사합니다마음에들어요 ㅎㅎ 베이비로션 라인 찾다가 주문했어요마음에 들어요 ㅎㅎ배송도 빠르고 ㅐㅑㅑㅅ잘 사용할게요 ㅎㅎ감사합니다,긍정
아직 사용전이지만 다른것도 아토보스제품 늘 사용해요아직 사용전이지만 다른것도 아토보스제품 늘 사용해요,긍정
지인 소개로 써봅니다천사연구소라니 믿음이 갑니다지인 소개로 써봅니다천사연구소라니 믿음이 갑니다,긍정
아직 사용전이라 잘 모르겠으나 잘 사용해볼게요아직 사용전이라 잘 모르겠으나 잘 사용해볼게요,긍정
조아용 ㅋㅋㅋㅋ조아용 ㅋㅋㅋㅋ,긍정
다른 제품도 써보라고 샘플도 주시네요썬크림 양은 좀 작아요나중에 하나더 주문해야겠어요배송도 빠른편입니다다른 제품도 써보라고 샘플도 주시네요썬크림 양은 좀 작아요나중에 하나더 주문해야겠어요배송도 빠른편입니다,긍정
백탁현상 있지만 뻑뻑하지 않아서 애기 발라주기 좋을 것 같아요좋은 성분 믿보 잘 써볼게요백탁현상 있지만 뻑뻑하지 않아서 애기 발라주기 좋을 것 같아요좋은 성분 믿보 잘 써볼게요,긍정
매번 아이 썬블럭으로 사용하는데 차단지수가 낮은게 흠이라면 흠 아이한테 위해성분 없는걸루다 고르고 고른 제품매번 아이 썬블럭으로 사용하는데 차단지수가 낮은게 흠이라면 흠 아이한테 위해성분 없는걸루다 고르고 고른 제품,부정
아이들이 쓸거라 아이들용으로 검색해서 구매했어요백탁현상이 심하거나 하진 않은듯하고 좀 매트하네요 좀 더 써보고 재구매결정하려구요아이들이 쓸거라 아이들용으로 검색해서 구매했어요백탁현상이 심하거나 하진 않은듯하고 좀 매트하네요 좀 더 써보고 재구매결정하려구요,부정
백탁현상이 있네욤  바르고 30준 외출했는데 아가 피부에 오돌토돌 ㅠㅠ 그래도 성분은 위험성분 없으니깐백탁현상이 있네욤  바르고 30준 외출했는데 아가 피부에 오돌토돌 ㅠㅠ 그래도 성분은 위험성분 없으니깐,부정
배송빨라요 선크림 항상 남는데 크기 작아서 좋아요4살아기 쓰려고 주믄햇어요 아직은 안 써봣는데 구매평이 좋아서 좋을꺼라 생각해요배송빨라요 선크림 항상 남는데 크기 작아서 좋아요4살아기 쓰려고 주믄햇어요 아직은 안 써봣는데 구매평이 좋아서 좋을꺼라 생각해요,긍정
써볼께요 외출시 바르려고 샀어요끈적이지 않는거 같아요선크림용 얼굴 세안제가 필요할거 같아요양이 많지 않네요써볼께요 외출시 바르려고 샀어요끈적이지 않는거 같아요선크림용 얼굴 세안제가 필요할거 같아요양이 많지 않네요,긍정
좋아요 아이들 쓰기 좋은 것 같아요좋아요 아이들 쓰기 좋은 것 같아요,긍정
빠른 배송 샘플 감사요 아직 써보진 않았지만 기대해봅니다빠른 배송 샘플 감사요 아직 써보진 않았지만 기대해봅니다,긍정
약간의백탁현상딱좋구용바르고나면 윤이나서 더이뻐용약간의백탁현상딱좋구용바르고나면 윤이나서 더이뻐용,긍정
백탁현상 없어서 좋아요백탁현상 없어서 좋아요,긍정
음 백탁? 진짜 열심히 두드리고 펴발라야해요그래도 하얗당 ㅠㅠ 바르다가 손아파요 ㅋㅋ더 열심히 두드려볼게용음 백탁? 진짜 열심히 두드리고 펴발라야해요그래도 하얗당 ㅠㅠ 바르다가 손아파요 ㅋㅋ더 열심히 두드려볼게용,부정
ㅈㅐ구매하네요그냥 무난하고요초등고학년인 울딸은 좀 하얘진다고좋아해요,긍정
아직 써 보진 않았지만 상태는 괜찮아요아직 써 보진 않았지만 상태는 괜찮아요,긍정
잘받았습니다사용해보니 좋네요저렴하게 구입했어요,긍정
눈안따갑고 좋으네요 발림성도 좋구요눈안따갑고 좋으네요 발림성도 좋구요,긍정
배송빠르고 저렴하고 좋네용ㅎ배송빠르고 저렴하고 좋네용ㅎ,긍정
많이 끈적거리지 않아 좋아요많이 끈적거리지 않아 좋아요,긍정
늘 쓰던거라 쓰켰어요 좋아요늘 쓰던거라 쓰켰어요 좋아요,긍정
순하고 냄새가 많이 안남순하고 냄새가 많이 안남,긍정
좋아요이것만 사용합니다,긍정
아이들과 함께 사용하는데 너무 좋아요백탁현상 없이 산뜻하게 마무리 되어 매번 이것만 사용하게 되네요아이들과 함께 사용하는데 너무 좋아요백탁현상 없이 산뜻하게 마무리 되어 매번 이것만 사용하게 되네요,긍정
잘 샀어요야외놀이 자주 하는 요즘 저렴하게 구매해서 잘 쓰고 있어요 잘 안지워져서 같이 보내 준 클렌징티슈 필수네요,긍정
선크림 선크림 2개랑 티슈 들어 있어서 유용하게 사용 할 듯요피부가 민감한 딸 아이 이 제품 사용하니까 좋다고 하네요 배송도 빠르고 상품도 만족합니다,긍정
순하고 향도 좋고다른 제품은 애들이 쓰면 뭐 나고 그랬는데 이건 괜찮아요 이것만 써요,긍정
좋아요생각보다는 끈적이지 않아요 선로션이 넘 약한가 싶어서 구매했어요,긍정
항상 애기가 10년째 이거 써여 믿고 쓰니까 잘 만들어주세요항상 애기가 10년째 이거 써여 믿고 쓰니까 잘 만들어주세요,긍정
아직 써보진않앗지만 배송도빠르고 저렴하게 구입잘햇네요아직 써보진않앗지만 배송도빠르고 저렴하게 구입잘햇네요,긍정
잘 발려요 자외선 차단 효과도 기대해봅니다잘 발려요 자외선 차단 효과도 기대해봅니다,긍정
썬크림늘 쓰던 썬크림입니다올해도 잘써볼께요,긍정
부드럽고 좋아요 잘 쓸께요 감사합니다부드럽고 좋아요 잘 쓸께요 감사합니다,긍정
향도 좋고 끈적임 없어 이거로 쓰네요향도 좋고 끈적임 없어 이거로 쓰네요,긍정
순해서  좋아요 거의 다 써가네요순해서  좋아요 거의 다 써가네요,긍정
썬크림 잘사용하고있어요항상 쓰던건라 믿고 쓰고 있어요,긍정
